20210504_Corbeil,Olink NPX Manager 2.2.3.340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPX data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panel,Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Immune Response(v.3204),Olink Target 96 Inflammation(v.3022),Olink Target 96 Immune Response(v.3204),Olink Target 96 Inflammation(v.3022)
1-026,2.48623,2.4224,2.86282,2.19087,1.65184,5.22605,6.28107,1.36379,3.06955,2.27634,2.07234,2.20169,0.42551,3.32472,1.34123,3.66986,1.94632,0.19312,0.26522,5.33663,1.5503,1.35359,4.92914,1.57654,3.53306,2.05642,0.09155,2.8067,2.72684,2.45478,1.10694,3.07896,1.96822,8.34351,8.50506,2.96392,3.36216,0.08286,1.90096,-0.39492,3.20836,1.99894,4.27449,0.66761,3.09452,-1.01251,3.7157,1.02571,0.86172,5.34427,0.58851,3.90682,4.41209,0.3243,3.61859,2.94297,2.48804,4.8496,1.7527,5.78498,2.80024,5.12479,2.10757,6.18659,1.30986,3.46753,1.06829,1.71849,4.40407,7.96938,3.19894,2.26705,1.11376,3.73612,2.58062,1.04851,0.61215,3.21348,2.72213,3.4585,3.22638,2.84083,3.64092,1.98632,1.48723,2.10391,-0.14175,2.62705,1.15486,1.66819,2.23676,2.87942,5.74809,11.52554,10.61445,1.65896,2.24995,1.56286,5.88195,3.96663,9.75262,7.35875,9.33601,2.15996,2.73903,12.1814,1.99147,8.73382,2.73805,8.52989,1.03096,7.05057,5.90043,0.27932,-0.42329,7.35428,1.32107,10.35404,1.5087,7.35985,6.08355,9.61261,7.99638,2.06128,4.77735,14.7791,8.60691,6.73339,1.9503,2.30795,1.6792,15.74019,4.00157,4.56513,7.91568,1.26197,5.58857,1.21035,9.34095,5.23349,-0.02463,12.60509,5.21033,9.25576,5.30488,0.86737,0.42837,0.64149,9.05503,5.36125,5.11379,11.62233,6.45197,6.08438,7.70707,9.89343,9.71306,8.4966,0.91989,3.71466,1.85802,8.74252,7.68758,11.14448,1.19748,6.26728,6.51297,2.53152,0.75007,0.77479,9.66552,4.13318,5.8851,3.56337,6.20165,1.70041,9.18796,7.15784,4.02568,4.08632,1.2354,4.85204,5.16713,9.87292,20210504-002_SP210277_IRE,20210504-001_SP210277_INFI,Pass,Pass
CONTROL_SAMPLE_US_CS_AS_2 1,-0.04463,0.15576,1.53669,-0.10351,0.1293,6.19974,2.01918,0.87193,2.3893,0.21011,0.80993,0.91977,-0.14339,3.0705,-0.09766,2.95819,0.25473,-0.91301,-0.4894,0.85526,0.95121,-0.15782,0.91273,0.58723,2.39068,1.67182,-0.1302,0.46186,1.13914,1.92392,0.84549,2.88302,2.32912,7.6871,6.99071,1.88076,0.74471,0.16272,1.35021,-0.19888,1.03429,0.77418,3.43715,-0.30829,2.31236,-1.34842,1.31824,5.17234,0.65298,3.59856,0.42602,1.94474,1.80261,-0.35257,1.92344,1.30133,1.55646,1.61286,-0.42483,5.43369,-0.02586,0.20202,0.41441,5.34753,1.37924,3.7904,0.98642,0.28979,2.01715,6.95538,2.37148,1.84192,-0.41237,2.42791,1.52948,0.78929,0.17036,2.93736,1.51639,3.7688,2.46989,0.82669,1.94534,1.00667,0.5714,2.39049,0.20117,1.92565,5.39875,1.59588,2.75291,1.30208,4.23928,10.04659,8.86329,0.82902,1.29335,1.4963,5.11883,0.78151,9.47966,4.76222,9.06045,0.62067,1.96042,11.84549,0.68714,5.78456,0.04499,7.50282,0.46345,6.23512,5.99083,0.39917,-0.69148,3.36026,-0.2126,5.02404,0.13514,4.58773,5.40583,9.01882,8.11805,1.66463,1.91977,13.00719,7.13936,2.75799,1.23692,0.5082,0.46155,11.73791,3.17742,4.11388,7.79825,0.41002,5.49137,0.7293,7.42947,4.33677,-0.01888,5.36711,4.23369,7.45552,5.43983,-0.06993,0.85718,0.10954,8.82079,2.2764,1.40732,8.89025,4.89331,4.28959,8.33922,5.65226,8.41123,4.36957,-0.00481,0.83316,1.4722,8.34243,3.46128,9.96195,0.06162,5.70167,7.17995,-0.31923,-0.20929,0.9536,7.68529,1.1583,5.21265,2.7698,5.92721,1.20024,8.04273,7.06431,-0.51637,2.4051,5.42298,4.57887,4.06679,9.37755,20210504-002_SP210277_IRE,20210504-001_SP210277_INFI,Pass,Pass
5-160,2.51644,1.4241,2.66267,1.01372,1.29349,6.88173,5.36133,1.7699,2.91154,1.49769,2.99616,2.28051,0.48042,3.31877,1.08041,3.35323,2.07311,-0.36846,1.32608,4.59227,1.58213,0.95043,4.03325,1.52062,2.37259,2.10056,0.64504,2.14644,2.11373,3.16644,1.47408,3.79823,2.95064,7.91852,8.24384,3.23319,2.34342,0.09271,2.51827,-0.24256,2.83543,2.38951,4.10392,0.48306,2.5476,-1.37737,3.48464,1.76449,1.00477,5.20075,0.03634,3.21235,3.76125,-0.17245,2.40361,2.64057,2.65404,1.12677,1.68041,6.68867,2.1412,4.04636,0.68709,6.2888,0.93753,5.41371,1.40078,0.87135,3.83591,7.78394,3.06545,2.55926,0.92403,3.47352,2.80521,0.90114,0.10019,2.91713,3.29211,5.24053,2.8217,2.88374,2.54233,1.86801,1.45731,5.38409,-0.68188,3.34617,0.45682,2.61797,3.00937,2.79723,7.26523,11.99727,9.96577,3.21474,1.83668,2.42368,5.98102,3.774,10.625,7.17,10.49509,2.2745,1.7888,12.76472,0.56675,8.47586,1.96584,8.8681,0.27767,7.36634,6.67653,0.54236,-0.4552,5.61812,0.59807,10.20594,0.34157,7.62494,6.12224,10.08516,8.86985,2.29928,3.70608,15.72235,8.25625,5.57116,1.47169,0.89206,1.07833,16.45373,4.01256,4.59944,9.58212,1.61451,6.28976,2.14636,8.41694,5.16056,0.07049,12.87885,4.9647,9.14706,6.87924,0.58154,0.86523,1.16421,9.47606,2.07429,2.55389,10.48455,6.38462,7.62979,9.51148,9.80865,10.61877,7.24869,0.49957,2.33912,2.12364,9.12877,6.68502,11.53374,0.55748,5.35758,9.52835,-0.19165,-0.10498,0.4895,10.40452,3.06896,5.7782,4.32295,6.89804,1.77872,9.62459,6.7343,3.39402,3.74068,0.45314,5.29698,5.23244,10.10262,20210504-002_SP210277_IRE,20210504-001_SP210277_INFI,Pass,Pass
1-057,2.18885,1.92321,2.39325,0.88833,1.09321,6.04054,5.61824,1.4848,2.63778,1.89899,2.24617,2.51717,0.22299,3.55706,1.45571,3.38502,1.01922,-0.12618,-0.16629,4.67541,1.9916,1.23945,3.79489,1.43101,3.61266,1.66163,-0.16582,2.32807,2.2616,2.9667,2.96144,2.3176,1.77681,7.87806,7.78202,2.2851,2.74136,0.1989,1.83341,-0.65013,2.75687,2.75637,4.07866,0.43024,2.09905,-1.52248,3.91083,1.39088,0.63677,5.14335,0.34851,2.79205,3.45716,0.14737,2.17845,1.81701,2.08597,1.87527,1.40122,5.99125,2.61787,4.04444,1.59342,6.90144,0.57597,4.28843,0.60545,1.00322,4.01136,7.68448,3.10412,2.31345,0.55028,4.26251,2.28782,1.02871,0.51097,2.54463,2.73054,3.94704,2.30324,2.43445,3.14914,1.68285,2.82731,2.40255,0.44667,2.46568,1.1997,1.83953,2.41413,2.64805,5.40651,12.13541,9.80271,2.58895,1.92856,1.97622,6.13583,3.31827,10.34934,7.51141,9.63005,2.55232,3.03222,11.72495,1.87776,8.60577,2.85922,8.41684,0.98636,6.40038,7.57611,0.80703,-0.37377,6.6285,0.94858,10.6458,0.82033,6.64341,5.37953,9.82006,8.20276,1.96766,4.31078,15.22341,7.97709,6.45394,1.62231,0.76668,0.91003,15.80978,4.03769,5.05405,9.52521,1.00354,6.00341,1.70686,8.61604,5.52057,-0.06029,13.39483,3.98978,9.235,5.72047,0.84496,0.5836,0.8872,8.91699,2.54587,2.32851,9.88591,5.8893,5.80861,8.98591,9.45961,10.19614,6.75742,0.76096,2.85792,2.1817,9.34493,6.77624,11.78054,0.54078,6.76938,8.07496,-0.58084,-0.07616,1.71407,10.38539,3.45401,6.99562,4.12825,6.09728,1.1298,9.37804,7.35664,5.01806,3.6039,1.27534,4.80964,4.70741,9.98033,20210504-002_SP210277_IRE,20210504-001_SP210277_INFI,Pass,Pass
2-026,0.95533,1.76364,1.51776,0.58076,0.69636,5.90082,2.7335,2.19529,3.23191,0.98465,3.04368,1.81168,0.40645,4.67359,0.77899,3.54338,0.86176,-0.30449,0.33032,3.76795,1.80045,1.22304,2.54004,1.40856,2.94573,1.82917,-0.04098,1.54045,1.94063,1.98781,1.1997,2.33297,2.39776,8.1142,7.3828,3.21477,1.33949,0.16812,2.10073,-0.09575,2.45515,1.91902,3.50449,0.50894,3.18804,-1.19907,3.39637,1.02296,0.87882,4.73544,-0.00255,2.38533,3.0558,0.74946,3.31595,2.01693,1.8949,1.29421,0.14119,5.18109,1.23893,1.64865,1.51512,5.87078,0.52608,4.66611,0.95956,0.69166,3.20385,8.12644,2.99531,2.5514,0.47498,4.63331,1.92487,0.96415,0.86391,2.59839,2.09368,4.2473,3.07063,2.25895,1.99111,1.84812,0.57018,2.69336,-1.52829,2.41054,2.45257,2.39465,2.73142,2.74045,6.45499,12.13246,9.03723,1.71416,1.55508,1.48142,6.115,3.39947,10.1445,7.32476,9.30054,1.54494,1.9946,12.06242,0.10606,7.66674,1.57391,7.30332,0.44663,6.82747,6.59048,-0.61125,0.4491,6.33947,0.2208,10.27342,1.92611,6.56711,6.22625,9.66286,8.22149,2.39964,4.24296,14.3529,7.51551,5.72533,1.01082,1.15471,0.98587,15.12031,3.69542,4.50681,10.18402,0.77782,6.48648,2.12792,8.67427,5.16762,-0.01594,12.56962,4.32204,8.82392,6.81404,0.43521,1.20673,0.61282,8.75234,1.66821,2.46318,9.86583,6.18491,5.35102,9.43526,9.06936,10.23521,5.13853,0.16265,2.07133,1.70625,8.90866,4.18317,11.62242,0.21272,6.70701,8.14714,-0.18111,-0.35732,0.91923,9.10302,2.82734,5.7034,3.97136,6.80981,1.54432,9.05133,6.43435,4.33758,3.40531,2.13639,5.38459,7.65319,10.38709,20210504-002_SP210277_IRE,20210504-001_SP210277_INFI,Pass,Pass
1-098,2.89161,1.11551,3.99761,1.85142,1.87377,5.69155,5.97976,1.76262,2.96242,2.02689,2.34766,3.04282,0.86051,5.42346,1.99981,3.53259,2.11203,0.17115,0.56939,5.09035,2.27526,1.96526,4.92574,1.84684,2.97131,2.68184,0.65976,2.99761,2.34217,2.96187,0.7255,2.73521,2.62436,8.12573,8.07679,3.35168,3.0171,1.26085,1.82416,1.40533,3.8668,2.10644,3.90321,0.8597,2.43558,0.44062,3.65086,2.44961,1.3693,5.1607,0.69125,3.68901,5.55351,0.86752,4.00713,2.83754,2.64563,1.28928,2.0227,6.4112,2.97743,4.97505,1.27282,5.70554,2.51483,4.27201,0.92505,1.72401,4.46959,7.39641,2.95251,3.18187,0.96246,2.72973,2.72821,1.21492,1.16738,2.84878,2.84821,3.79374,3.25656,2.41869,3.29222,1.98895,2.55776,2.73898,2.59107,2.84365,0.8749,2.37013,2.82407,2.27342,5.63001,11.38993,10.82833,3.05761,2.14782,2.06253,6.38492,3.41176,10.4888,7.51509,9.7903,3.02747,2.51034,11.90469,1.52708,8.46792,3.32799,8.65216,0.83899,6.50073,6.49374,1.00797,-0.66709,7.63966,0.80358,10.41984,0.24609,7.04502,5.99597,9.58394,9.56945,2.19156,4.92011,15.33654,8.10974,6.22262,1.55785,0.94522,1.60079,15.81109,4.02886,3.32838,9.67774,1.11758,5.9235,1.78743,8.89505,5.37403,-0.00043,12.63835,5.03949,9.42198,6.95179,0.61176,1.39593,0.82564,9.58492,1.75263,2.64409,10.16322,6.23756,5.93374,8.18344,9.98104,9.52712,8.99382,0.16038,3.81786,2.40743,9.09259,7.21746,11.35575,0.54184,7.0481,7.04201,-0.18053,-0.00288,0.68043,10.40263,3.54926,6.89839,3.75068,6.38921,2.42146,9.38531,8.06776,3.84983,4.54867,1.18996,5.13544,5.52637,10.1789,20210504-002_SP210277_IRE,20210504-001_SP210277_INFI,Pass,Pass
1-037,1.8749,1.88913,2.50717,0.84307,1.35929,8.01749,4.94305,2.05141,2.88693,1.37511,2.86113,1.99038,0.48452,5.21967,0.97161,3.90082,0.90991,-0.07628,0.13348,4.36529,1.51327,1.25773,3.70854,1.55397,4.11282,2.11175,-0.29567,1.98073,1.56042,2.20065,1.15482,3.24354,1.86438,8.11075,7.86206,3.00576,2.24286,0.59456,2.56784,-0.69808,2.4036,1.91301,3.87237,0.71179,3.1353,-0.95337,3.76593,0.7221,0.5171,4.7812,0.03548,2.70128,4.84164,1.77424,3.33681,2.73319,1.81284,0.95075,1.22705,5.38894,2.31258,3.48694,1.0456,6.03074,2.88082,5.27309,0.65031,1.6557,3.45561,8.03058,2.88294,2.49412,0.92927,4.15154,2.45211,0.88327,0.48946,2.87379,2.76431,3.84844,2.84831,2.55536,2.52304,1.76102,1.41709,3.22742,-0.21988,2.04441,1.13736,2.01581,3.38272,2.50215,5.9094,11.43003,9.87542,1.42605,1.79636,2.05313,6.07553,2.88901,10.46778,7.1978,9.63227,1.70526,2.80849,12.08789,1.17115,6.62337,2.00902,8.05222,0.50279,5.60187,5.97985,0.30329,-0.51358,7.1424,0.76765,10.02427,0.44034,6.57176,5.63343,10.1465,8.37805,1.5882,4.89409,14.89412,7.99953,6.3247,1.50145,1.24899,1.05256,16.05019,3.86724,5.44526,9.68069,0.95836,5.96792,0.81137,8.27822,5.00385,-0.07561,12.07737,4.43732,9.40682,6.19363,0.56077,0.38837,0.44637,9.53273,1.10252,1.87691,10.74412,5.58643,5.77659,9.24675,9.229,8.595,6.08717,0.47414,2.21596,1.69912,8.80862,6.45058,11.02741,0.96845,5.99365,9.40838,-0.74062,-0.024,0.28486,9.8668,2.97989,6.70262,3.99143,5.92294,1.25551,9.45027,7.0138,2.80269,3.36222,0.67159,4.99706,4.73999,9.87634,20210504-002_SP210277_IRE,20210504-001_SP210277_INFI,Pass,Pass
1-103,2.08367,0.65534,2.27175,1.2592,1.2313,6.66726,4.04461,1.95441,2.99064,1.23595,1.92689,1.56036,0.26195,3.56548,0.89826,4.13355,1.10712,0.07663,0.1666,3.95627,2.03271,0.99847,3.47753,1.69525,3.59854,2.31561,-0.70022,1.86169,1.93355,2.56203,1.98816,3.87998,3.08889,8.40761,8.94538,2.73162,2.00506,0.04467,2.25264,-0.5786,2.59999,2.18754,4.19851,0.65458,2.952,-1.18263,3.73685,2.49977,0.99375,5.12358,0.13999,2.47772,2.99464,-0.02701,3.15252,2.80824,3.01568,1.37469,0.67522,6.66605,1.65708,3.52389,1.71455,6.19552,1.31142,5.83112,1.14602,1.36536,3.56645,7.98952,2.84678,3.09833,0.9861,3.37148,2.84361,0.76394,1.33037,2.84741,2.7596,4.33729,3.05849,2.65544,2.29383,2.3385,1.02917,3.66112,-1.56948,3.01848,2.48372,2.14519,3.55108,2.58527,7.40463,11.86269,9.99342,2.40116,2.20671,2.33034,6.18113,4.03534,10.82981,7.18304,10.22416,1.11978,1.89729,13.08825,0.95734,8.2379,1.68961,8.48503,0.45892,7.50489,7.15981,0.44607,-0.68938,4.87087,0.4234,10.48047,1.18402,6.80457,5.51607,9.69406,8.37376,2.30291,3.56112,16.22904,8.98648,5.14848,1.06362,0.57073,1.15372,16.2556,4.114,6.10123,8.61492,1.24411,5.98747,1.78965,8.41507,5.26071,-0.10323,12.53069,4.29289,8.65737,5.70048,0.4488,0.43043,0.78933,9.30161,1.13761,3.78217,10.7156,6.03761,5.90258,8.64109,9.49514,10.13914,6.59866,0.19545,1.97451,2.60272,9.29111,5.75197,11.80684,0.50264,6.71063,10.45786,-1.01996,0.04924,0.18626,9.39184,2.3102,7.00613,4.56328,6.42135,1.72569,9.83672,7.96755,2.59401,3.30335,2.19951,5.75672,4.74946,10.04528,20210504-002_SP210277_IRE,20210504-001_SP210277_INFI,Pass,Pass
1-070,1.79869,0.93495,2.77639,0.70959,1.16771,6.49727,5.63011,1.77728,3.32518,2.47715,2.63312,2.86635,0.61398,3.74849,1.22875,3.97186,1.39021,-0.21259,0.72336,4.65617,1.56066,1.71198,4.24322,1.32166,3.65252,2.41403,-0.00212,2.24961,2.41936,3.03695,1.38937,4.26469,2.37014,8.84329,8.2261,2.6303,2.83792,0.2354,2.37328,-0.88677,2.71814,1.88598,3.92314,0.64368,2.9952,-0.70056,3.08162,1.54471,0.619,5.53449,0.54329,3.45814,4.64372,0.47181,2.94723,2.7044,3.23365,1.29599,1.319,6.02038,2.63577,4.48769,1.11557,6.26799,1.07716,4.54531,0.93271,1.48255,4.17323,7.9469,2.88917,3.48284,0.99574,4.32469,2.73211,0.98415,1.25512,2.12606,3.21979,4.48101,3.63806,2.82336,3.50396,2.09979,1.67977,2.86982,-0.89631,2.77772,0.81403,2.22743,2.73044,3.00381,6.68938,12.06819,9.91216,2.84982,2.03436,2.68374,5.98169,3.98013,10.37346,7.38146,9.96906,3.01504,2.871,12.48744,1.25188,9.12326,2.3964,8.57462,0.75736,6.90025,6.72688,0.70495,-0.38847,7.1013,1.3368,10.80339,1.08795,7.08154,5.69634,10.00315,9.1471,2.46825,4.87112,16.49301,8.29435,6.66923,1.72998,1.02822,1.2033,14.01832,4.02391,3.44099,10.08181,1.30065,6.1654,2.28384,8.81988,5.34199,-0.09267,13.85792,4.47528,8.96431,7.09745,0.07365,0.99113,0.81625,10.43915,1.47432,2.58823,10.75114,5.71611,6.15499,9.35334,10.30607,10.22161,7.02029,0.61521,2.67182,2.90881,8.69878,6.95147,11.37732,0.8866,7.14784,7.84383,0.00837,-0.21796,0.83226,9.99527,3.72582,6.32367,4.16192,6.86404,1.39474,9.57428,7.05852,3.03347,3.76103,0.95957,4.90714,4.98607,10.25037,20210504-002_SP210277_IRE,20210504-001_SP210277_INFI,Pass,Pass
CONTROL_SAMPLE_US_CS_AS_2 2,0.50341,0.06477,1.46886,0.09546,-0.10537,6.11006,1.69014,0.78301,2.29428,-0.12167,0.83249,0.76328,0.16025,2.96081,0.10499,2.94935,0.26311,-0.98654,-0.37694,0.92892,0.81969,-0.29762,0.81837,0.59019,2.36507,0.97867,-0.22395,0.47294,1.07335,1.97302,0.80909,2.70343,2.58465,7.72392,6.97029,1.93115,0.94326,0.24899,1.40169,-0.35204,1.03783,0.95145,3.37913,-0.13752,2.42901,-2.08425,1.61689,5.25341,0.5981,3.72039,0.40185,1.97763,1.82066,-0.05529,1.95765,1.47302,1.62936,1.64448,-0.38214,5.52095,0.06852,0.1685,0.10303,5.41941,1.13268,3.79938,0.8227,-0.19996,2.14715,6.8919,2.28878,1.64838,-0.33942,2.50252,1.58034,0.70784,0.28792,3.12625,1.52064,3.80932,2.40973,0.92948,1.77892,0.62665,-0.2461,2.43812,0.22656,1.83197,5.21049,1.36264,2.64397,1.27455,4.3581,10.14415,8.90121,1.16622,1.24833,1.40904,5.1194,0.7409,9.45918,4.73904,9.08744,0.73972,2.00259,11.92077,0.99699,5.76679,0.03746,7.54164,0.2977,6.25753,5.99254,-0.01951,-0.8533,3.43302,0.13364,5.21667,0.2283,4.63483,5.57381,9.05244,8.183,1.82319,2.07048,12.98524,7.18233,2.80419,1.18848,0.65047,0.45599,11.72036,3.20796,4.16541,7.87634,0.53695,5.46179,0.58592,7.43829,4.34192,-0.07334,5.50425,4.23851,7.51481,5.52007,0.12391,0.89417,-0.08904,8.86448,2.35541,1.47999,8.90966,4.87612,4.33651,8.40115,5.63718,8.41429,4.35136,0.16988,0.31184,1.39209,8.37721,3.40837,10.05579,0.12866,5.70193,7.25137,-0.79113,-0.26445,0.69115,7.71858,1.03562,5.2413,2.92988,5.9845,1.01651,8.05887,7.15228,-0.08666,2.33659,5.55581,4.57999,4.27552,9.42293,20210504-002_SP210277_IRE,20210504-001_SP210277_INFI,Pass,Pass
